000411,英特集团,医药业,"1,459,215.00","1,267,000.00","192,215.00",医药零售业 医药批发业,2022-06-30
600056,中国医药,医药业,"1,455,905.70","1,268,663.90","187,241.80",其中:中药材加工及饮片 医药工业 医药商业,2022-06-30
002468,申通快递,未分组,"1,455,700.00","1,386,470.00","69,230.00",快递行业,2022-06-30
002384,东山精密,电信行业,"1,446,740.00","1,240,830.00","205,910.00",计算机、通信和其他电子设备器件,2022-06-30
002608,江苏国信,电力行业,"1,446,360.00","1,367,300.00","79,060.00",电力,2022-06-30
601989,中国重工,未细分工业,"1,446,190.00","1,384,860.00","61,330.00",工业,2022-06-30
600021,上海电力,电力行业,"1,442,740.00",0.00,"1,442,740.00",电力,2022-06-30
600196,复星医药,医药业,"1,432,500.00","650,900.00","781,600.00",制药,2022-06-30
601666,平煤股份,未分组,"1,431,519.00","1,374,443.00","57,076.00",其他分部 洗煤分部,2022-06-30
300919,中伟股份,未分组,"1,422,960.00","1,265,020.00","157,940.00",锂电正极前驱体材料,2022-06-30
000550,江铃汽车,汽车及零件制造业,"1,422,280.00",0.00,"1,422,280.00",汽车,2022-06-30
000895,双汇发展,未分组,"1,422,130.00","1,354,530.00","67,600.00",屠宰业,2022-06-30
601628,中国人寿,其他,"1,420,800.00","652,300.00","768,500.00",其他业务,2022-06-30
002938,鹏鼎控股,未分组,"1,419,040.00","1,142,080.00","276,960.00",印制电路板,2022-06-30
